@relation 'dataset-weka.filters.unsupervised.attribute.AddValues-C66-L6,7-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C67-L1-4-V-H-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C68-L1-4-V-H'

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7}
@attribute outputs-2 {0,1,2,3}
@attribute outputs-3 {0,1,2,3}

@data
4618,'2017/02/18 11:58:16:451',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,27.219769,143.884247,46.040619,0,0,0,1.353079,102.528366,36.714813,-19.845055,182.970566,-31.662523,9.960332,168.786896,-53.355907,39.650692,142.288345,-52.67561,53.324661,105.286667,-31.846516,126602.84375,-0.686334,-0.693871,0.217918,-0.369648,0.074762,-0.926159,-0.779937,0.080548,-0.379747,4,?,?
4619,'2017/02/18 11:58:16:468',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,27.149452,144.056931,46.111214,0,0,0,1.521344,102.455956,36.988384,-20.439857,182.630798,-31.542261,9.507787,168.712082,-53.26902,39.532261,142.447388,-52.59549,53.813046,105.949165,-31.784189,127903.804688,-0.680267,-0.698025,0.223602,-0.373754,0.067923,-0.925038,-0.772514,0.073296,-0.383986,4,?,?
4620,'2017/02/18 11:58:16:484',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,27.051022,144.292709,46.181923,0,0,0,1.752322,102.380264,37.261909,-21.336178,182.022202,-31.39959,8.842262,168.542374,-53.184238,39.351566,142.775299,-52.514126,54.399529,106.797585,-31.72868,129414.3125,-0.67054,-0.70519,0.230398,-0.379063,0.058712,-0.923506,-0.760217,0.06349,-0.389492,4,?,?
4621,'2017/02/18 11:58:16:501',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,27.051022,144.292709,46.181923,0,0,0,1.752322,102.380264,37.261909,-21.336178,182.022202,-31.39959,8.842262,168.542374,-53.184238,39.351566,142.775299,-52.514126,54.399529,106.797585,-31.72868,129414.3125,-0.67054,-0.70519,0.230398,-0.379063,0.058712,-0.923506,-0.760217,0.06349,-0.389492,4,?,?
4622,'2017/02/18 11:58:16:518',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,26.958342,144.695847,46.292381,0,0,0,2.216707,102.308319,37.517189,-22.748474,180.922394,-31.175274,7.758932,168.192032,-53.056404,39.008896,143.286041,-52.414616,55.400391,108.1698,-31.644512,131546.109375,-0.652026,-0.719615,0.238781,-0.386095,0.044093,-0.921405,-0.736162,0.047817,-0.396802,4,?,?
4623,'2017/02/18 11:58:16:535',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,26.846378,145.199188,46.411789,0,0,0,3.059835,102.132088,37.739491,-24.559086,179.368423,-30.886257,6.316118,167.685379,-52.894981,38.528091,144.00293,-52.325474,56.816425,110.113327,-31.581802,133956.453125,-0.624061,-0.741321,0.246962,-0.393461,0.025072,-0.918999,-0.699728,0.027275,-0.404528,4,?,?
4624,'2017/02/18 11:58:16:552',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,26.796871,145.574051,46.50227,0,0,0,3.803824,101.971481,37.705139,-26.223225,177.71991,-30.57975,5.086512,167.260269,-52.718647,38.105061,144.685974,-52.273479,58.379459,112.34613,-31.621893,135198.984375,-0.594001,-0.763874,0.252307,-0.398971,0.007384,-0.916934,-0.660942,0.008053,-0.410406,4,?,?
4625,'2017/02/18 11:58:16:568',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,26.800653,146.084351,46.566601,0,0,0,4.913184,101.810738,37.687698,-28.096224,175.521088,-30.288158,3.702341,166.6492,-52.565601,37.660965,145.535583,-52.253361,59.969372,114.893929,-31.683916,135550.25,-0.554935,-0.790811,0.258198,-0.404001,-0.015127,-0.914634,-0.611885,-0.016537,-0.415936,4,?,?
4626,'2017/02/18 11:58:16:585',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,26.854895,146.504776,46.519505,0,0,0,6.024048,101.645836,37.502308,-29.731585,173.300903,-30.079895,2.532773,166.128372,-52.493771,37.29015,146.436081,-52.34087,61.372971,117.331818,-31.886095,134529.03125,-0.514987,-0.816225,0.261849,-0.407198,-0.035862,-0.912636,-0.562857,-0.039274,-0.419671,4,?,?
4627,'2017/02/18 11:58:16:602',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,26.97508,146.895966,46.440994,0,0,0,7.053771,101.539909,37.297047,-31.123669,171.051651,-29.906624,1.408282,165.398605,-52.462975,36.95536,147.229858,-52.45919,62.553913,119.58429,-32.120804,132461.953125,-0.475503,-0.83868,0.265541,-0.409452,-0.056168,-0.910601,-0.515775,-0.061604,-0.422563,4,?,?
4628,'2017/02/18 11:58:16:618',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,27.250189,147.346298,46.422943,0,0,0,7.163048,101.913025,37.088764,-32.37138,168.518021,-29.633574,0.300459,164.420929,-52.361687,36.652065,148.021622,-52.52523,63.765827,121.911514,-32.308212,129453.976563,-0.431282,-0.860816,0.270171,-0.411301,-0.078935,-0.908075,-0.46446,-0.086708,-0.425294,4,?,?
4629,'2017/02/18 11:58:16:635',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,27.706587,147.781647,46.556732,0,0,0,7.675299,102.124352,36.990982,-33.374878,165.728928,-29.159611,-0.73228,163.258438,-52.069527,36.438725,148.90802,-52.44455,65.089706,124.496536,-32.40329,125514.367188,-0.380905,-0.883279,0.273366,-0.411759,-0.102674,-0.90549,-0.407144,-0.112908,-0.426785,4,?,?
4630,'2017/02/18 11:58:16:652',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,28.073502,147.994904,46.582439,0,0,0,7.902277,102.226875,36.732033,-33.94014,163.43808,-28.911814,-1.361578,162.368011,-51.91354,36.382336,149.744125,-52.440697,66.177124,126.700233,-32.569748,121775.101563,-0.338692,-0.9004,0.273072,-0.409807,-0.120083,-0.904234,-0.359785,-0.132029,-0.42552,4,?,?
4631,'2017/02/18 11:58:16:669',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,28.52648,148.408173,46.469482,0,0,0,8.706413,102.304428,36.496918,-34.39267,160.947052,-28.796484,-1.936356,161.372772,-51.903515,36.318134,150.608658,-52.581882,67.301064,129.164093,-32.859455,118470.265625,-0.292118,-0.916195,0.274326,-0.407015,-0.14047,-0.902556,-0.308649,-0.154398,-0.42365,4,?,?
4632,'2017/02/18 11:58:16:685',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,29.073034,149.070038,46.152039,0,0,0,10.636371,102.288872,36.313412,-34.655209,158.231903,-28.904005,-2.408788,160.2659,-52.111935,36.319462,151.538376,-52.929947,68.509155,131.913422,-33.315334,117318.203125,-0.240951,-0.930122,0.277155,-0.402507,-0.164085,-0.900591,-0.253481,-0.18022,-0.420304,4,?,?
4633,'2017/02/18 11:58:16:701',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,29.590935,149.805817,45.807087,0,0,0,12.607746,102.362534,36.129505,-34.636742,155.649384,-29.137457,-2.627962,159.184036,-52.402683,36.434875,152.432266,-53.289955,69.636971,134.506165,-33.721203,115944.648438,-0.193113,-0.94011,0.280891,-0.396085,-0.187223,-0.898924,-0.202597,-0.20534,-0.415028,4,?,?
4634,'2017/02/18 11:58:16:718',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,30.035828,150.264755,45.537205,0,0,0,13.940854,102.391914,35.862564,-34.461815,153.709381,-29.306837,-2.699432,158.395691,-52.608528,36.551117,153.157303,-53.568203,70.494087,136.634048,-34.072639,114593.492188,-0.156115,-0.946599,0.282097,-0.390503,-0.203182,-0.8979,-0.16345,-0.222538,-0.410232,4,?,?
4635,'2017/02/18 11:58:16:735',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,30.346615,150.509033,45.347286,0,0,0,14.836491,102.353676,35.550999,-34.249615,152.351334,-29.452049,-2.697298,157.904663,-52.749718,36.651695,153.786026,-53.755543,71.11676,138.324326,-34.330524,113698.640625,-0.128579,-0.951067,0.280961,-0.385581,-0.213077,-0.897733,-0.134379,-0.233038,-0.40568,4,?,?
4636,'2017/02/18 11:58:16:751',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,30.658785,150.96521,45.116867,0,0,0,16.040659,102.435448,35.332539,-33.982471,150.828461,-29.652954,-2.674437,157.285294,-52.954865,36.777996,154.507828,-53.983082,71.760765,140.145905,-34.586361,112500.992188,-0.098267,-0.954366,0.282008,-0.379504,-0.226027,-0.897156,-0.102604,-0.246801,-0.400182,4,?,?
4637,'2017/02/18 11:58:16:768',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,30.980568,151.405334,44.867584,0,0,0,17.460135,102.495689,35.11961,-33.604641,149.360779,-29.904587,-2.559845,156.730103,-53.18745,36.934727,155.144562,-54.230705,72.424271,141.990814,-34.84111,111498.234375,-0.069271,-0.956539,0.283256,-0.37306,-0.238499,-0.89663,-0.072292,-0.259975,-0.394282,4,?,?
4638,'2017/02/18 11:58:16:785',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,31.417309,151.749588,44.628113,0,0,0,19.087383,102.464607,34.693569,-33.056355,147.920197,-30.150135,-2.326693,156.308701,-53.390594,37.161083,156.00473,-54.456917,73.184891,144.198425,-35.116367,110636.90625,-0.038109,-0.958847,0.281354,-0.365899,-0.248614,-0.896833,-0.039724,-0.270423,-0.387375,4,?,?
4639,'2017/02/18 11:58:16:801',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,31.839872,152.116074,44.416355,0,0,0,20.953026,102.480682,34.190224,-32.371704,146.674088,-30.467148,-1.965291,156.062302,-53.604595,37.508526,157.114166,-54.63512,73.9561,146.548996,-35.313892,112238.148438,-0.007499,-0.96071,0.277454,-0.357285,-0.256573,-0.898063,-0.007806,-0.278283,-0.378643,4,?,?
4640,'2017/02/18 11:58:16:819',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,32.184437,152.459595,44.206177,0,0,0,22.613285,102.502594,33.652767,-31.575748,145.441803,-30.910578,-1.473338,155.778397,-53.885983,37.934849,158.105301,-54.802021,74.738197,148.906342,-35.410488,114630.007813,0.021262,-0.961497,0.273993,-0.347038,-0.264113,-0.899894,0.02211,-0.285477,-0.368069,4,?,?
4641,'2017/02/18 11:58:16:835',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,32.504719,152.813934,44.087036,0,0,0,24.281963,102.596764,33.279408,-30.808756,144.317932,-31.23287,-1.020255,155.487549,-54.068859,38.295567,158.900375,-54.891266,75.333153,151.044418,-35.430393,116301.539063,0.04724,-0.961287,0.271471,-0.337713,-0.271141,-0.901351,0.049103,-0.292205,-0.358485,4,?,?
4642,'2017/02/18 11:58:16:851',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,32.783875,153.0457,43.971901,0,0,0,25.126711,102.560677,32.656372,-30.106247,143.324554,-31.533081,-0.617731,155.216965,-54.237755,38.597553,159.647461,-54.970139,75.785828,152.893539,-35.458061,117951.25,0.070028,-0.960692,0.268639,-0.329456,-0.276463,-0.902789,0.072764,-0.297164,-0.349914,4,?,?
4643,'2017/02/18 11:58:16:868',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,33.128811,153.266266,43.814796,0,0,0,26.378395,102.543091,32.051186,-29.354002,142.275772,-31.832182,-0.221927,154.95224,-54.421242,38.861904,160.429672,-55.091866,76.16021,154.797272,-35.56398,119273.53125,0.094574,-0.959568,0.265113,-0.321362,-0.281476,-0.904156,0.098241,-0.301804,-0.341502,4,?,?
4644,'2017/02/18 11:58:16:885',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,33.505699,153.380478,43.658096,0,0,0,28.201124,102.450699,31.298841,-28.559067,141.176819,-32.122387,0.146195,154.786346,-54.578384,39.048687,161.339447,-55.198578,76.46489,157.07634,-35.668907,120785.726563,0.121645,-0.958195,0.25897,-0.313135,-0.284631,-0.906053,0.126277,-0.304382,-0.332753,4,?,?
4645,'2017/02/18 11:58:16:902',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,33.656178,153.508865,43.588261,0,0,0,29.596502,102.449959,30.685251,-27.921644,140.298401,-32.393738,0.433968,154.656754,-54.697205,39.166733,162.071243,-55.2197,76.565361,158.758926,-35.651455,121903.304688,0.14295,-0.956392,0.254713,-0.305263,-0.287414,-0.907859,0.148369,-0.306602,-0.324369,4,?,?
4646,'2017/02/18 11:58:16:919',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,33.741898,153.610275,43.525562,0,0,0,30.652666,102.482933,30.196177,-27.42709,139.586578,-32.615009,0.620612,154.558105,-54.796097,39.208122,162.682983,-55.240124,76.464645,160.273239,-35.651215,122514.679688,0.15983,-0.95459,0.251421,-0.299163,-0.289559,-0.909207,0.165895,-0.308318,-0.31788,4,?,?
4647,'2017/02/18 11:58:16:935',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,33.798889,153.721375,43.449955,0,0,0,31.671343,102.562721,29.758778,-26.928661,138.820908,-32.84441,0.775233,154.545776,-54.904396,39.187084,163.283569,-55.274799,76.231476,161.843979,-35.67305,122784.796875,0.176763,-0.952408,0.248341,-0.293247,-0.291815,-0.910412,0.183507,-0.310185,-0.31161,4,?,?
4648,'2017/02/18 11:58:16:952',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,33.848431,153.784134,43.389233,0,0,0,32.531158,102.630424,29.364683,-26.50341,138.14061,-33.019676,0.858078,154.563461,-54.976433,39.096962,163.841049,-55.294189,75.867195,163.287689,-35.708286,122728.578125,0.191309,-0.950462,0.244995,-0.288743,-0.293058,-0.911452,0.198626,-0.311089,-0.306793,4,?,?
4649,'2017/02/18 11:58:16:969',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,33.848431,153.784134,43.389233,0,0,0,32.531158,102.630424,29.364683,-26.50341,138.14061,-33.019676,0.858078,154.563461,-54.976433,39.096962,163.841049,-55.294189,75.867195,163.287689,-35.708286,122728.578125,0.191309,-0.950462,0.244995,-0.288743,-0.293058,-0.911452,0.198626,-0.311089,-0.306793,4,?,?
4650,'2017/02/18 11:58:16:985',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,33.881252,153.953201,43.289005,0,0,0,33.730202,102.824608,28.953278,-25.980007,137.128922,-33.215595,0.874329,154.520416,-55.071072,38.830887,164.558014,-55.349842,75.419083,165.147919,-35.773773,123711.5,0.212781,-0.946796,0.241459,-0.282579,-0.296186,-0.912372,0.221065,-0.3139,-0.30035,4,?,?
4651,'2017/02/18 11:58:17:002',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,33.964603,153.898697,43.258396,0,0,0,34.707806,102.851715,28.537533,-25.521252,136.305603,-33.324951,0.867975,154.556625,-55.069084,38.572315,165.200775,-55.317261,75.00106,166.549454,-35.787834,125047.773438,0.229545,-0.944257,0.235984,-0.278672,-0.29607,-0.913611,0.23847,-0.313386,-0.296059,4,?,?
4652,'2017/02/18 11:58:17:018',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,34.029415,153.852371,43.241596,0,0,0,35.59259,102.898247,28.175001,-25.103485,135.496552,-33.393883,0.826151,154.552521,-55.049206,38.279747,165.784149,-55.27496,74.579292,167.73349,-35.804916,125834.054688,0.24514,-0.94159,0.230901,-0.275405,-0.295989,-0.914627,0.254693,-0.312981,-0.292477,4,?,?
4653,'2017/02/18 11:58:17:035',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,34.085884,153.773224,43.243057,0,0,0,36.520023,102.922997,27.87067,-24.682205,134.50322,-33.408207,0.720217,154.401108,-54.992825,37.917957,166.223068,-55.226288,74.130722,168.830704,-35.818581,126393.34375,0.261939,-0.938193,0.226235,-0.27216,-0.296715,-0.915363,0.272263,-0.313464,-0.289001,4,?,?
4654,'2017/02/18 11:58:17:052',23,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,34.12109,153.68573,43.277233,0,0,0,37.395245,102.930458,27.68803,-24.301332,133.386566,-33.336147,0.551638,154.102356,-54.890125,37.503757,166.476318,-55.165203,73.663071,169.71257,-35.832581,126479.226563,0.278359,-0.934237,0.222975,-0.26933,-0.298759,-0.915535,0.289578,-0.315427,-0.286106,4,?,?
